,자동차검사소유형,위치,검사기술인력수,위도,경도,신규검사여부,정기검사여부,튜닝검사여부,임시검사여부,수리검사여부,배출가스정밀검사여부,택시미터검정여부
640,민간,경기도,2,37.87810747,126.99335149999999,N,Y,N,N,Y,Y,Y
641,민간,경기도,0,37.70874897,127.1765842,N,Y,N,Y,N,Y,Y
642,민간,경기도,0,37.70827467,127.18356399999999,N,Y,N,Y,N,Y,Y
643,민간,경기도,0,37.70208841,127.1903226,N,Y,N,Y,N,Y,Y
644,민간,경기도,0,37.73570469,127.2138913,N,Y,N,Y,N,Y,Y
645,민간,경기도,0,37.75491294,127.21670220000001,N,Y,N,Y,N,Y,Y
646,민간,경기도,0,37.74898117,127.21957250000001,N,Y,N,Y,N,Y,Y
647,민간,경기도,0,37.65565118,127.29233870000002,N,Y,N,Y,N,Y,Y
648,민간,경기도,0,37.65122693,127.31349250000001,N,Y,N,Y,N,Y,Y
649,민간,경기도,0,37.68838879,127.3228783,N,Y,N,Y,N,Y,Y
650,민간,경기도,0,37.65414611,127.2575409,N,Y,N,Y,N,Y,N
651,민간,경기도,0,37.65760777,127.23867299999999,N,Y,N,Y,N,Y,Y
652,민간,경기도,0,37.64780971,127.2342321,N,Y,N,Y,N,Y,Y
653,민간,경기도,0,37.63365354,127.20392199999999,N,Y,N,Y,N,Y,Y
654,민간,경기도,0,37.57848609,127.22457630000001,N,Y,N,Y,N,Y,Y
655,민간,경기도,0,37.65722298,127.17649399999999,N,Y,N,Y,N,Y,Y
656,민간,경기도,0,37.67737452,127.1927834,N,Y,N,Y,N,Y,Y
657,민간,경기도,0,37.67338943,127.1343605,N,Y,N,Y,N,Y,Y
658,민간,경기도,0,37.70717138,127.11800590000001,N,Y,N,Y,N,Y,Y
659,민간,전라남도,2,34.766864700000006,127.7030077,N,Y,N,N,Y,Y,Y
660,민간,전라남도,3,34.8115555,127.670452,N,Y,N,N,Y,Y,Y
661,민간,전라남도,3,34.7563185,127.7228487,N,Y,N,N,Y,Y,Y
662,민간,전라남도,2,34.7310231,127.72158370000001,N,Y,N,N,Y,Y,Y
663,민간,전라남도,2,34.82666413,127.6451452,N,Y,N,N,Y,Y,N
664,민간,전라남도,2,34.7382471,127.6328233,N,Y,N,N,Y,Y,Y
665,민간,전라남도,3,34.7846604,127.6637815,N,Y,N,N,Y,Y,N
666,민간,전라남도,3,34.79080709,127.6527434,N,Y,N,N,Y,Y,Y
667,민간,전라남도,3,34.80010123,127.66158090000002,N,Y,N,N,Y,Y,Y
668,민간,전라남도,3,34.7810352,127.69616529999999,N,Y,N,N,Y,Y,Y
669,민간,전라남도,2,34.72798391,127.69811090000002,N,Y,N,N,Y,Y,Y
670,민간,경기도,4,37.13854672,127.0662778,N,Y,N,N,Y,Y,Y
671,민간,서울특별시,4,37.470840100000004,126.88829059999999,N,Y,N,N,N,Y,Y
672,민간,서울특별시,4,37.45891938,126.8980942,N,Y,N,N,N,Y,Y
673,민간,서울특별시,3,37.46954684,126.8930335,N,Y,N,N,N,Y,Y
674,민간,서울특별시,3,37.441001899999996,126.9020668,N,Y,N,N,N,Y,Y
675,민간,서울특별시,4,37.47411029,126.8979273,N,Y,N,N,N,Y,Y
676,민간,서울특별시,3,37.47069774,126.88932779999999,N,Y,N,N,N,Y,Y
677,민간,경기도,5,37.25344709,126.98948929999999,N,Y,N,N,N,Y,Y
678,민간,경기도,3,37.254446,126.9954903,N,Y,N,N,N,Y,Y
679,민간,경기도,4,37.25873184,127.06444280000001,N,Y,N,N,N,Y,Y
680,민간,경기도,4,37.25704437,126.9963913,N,Y,N,N,N,Y,Y
681,민간,경기도,4,37.30096242,126.98367140000002,N,Y,N,N,N,Y,Y
682,민간,경기도,4,37.24810125,127.04768899999999,N,Y,N,N,N,Y,Y
683,민간,경기도,4,37.24736309,127.04883079999999,N,Y,N,N,N,Y,Y
684,민간,경기도,3,37.31719614,126.9895884,N,Y,N,N,N,Y,Y
685,민간,경기도,3,37.25983404,127.06061229999999,N,Y,N,N,N,Y,Y
686,민간,경기도,3,37.16391675,127.06698020000002,N,Y,N,N,Y,Y,Y
687,민간,경기도,4,37.17761168,127.0572085,N,Y,N,N,Y,Y,Y
688,민간,경기도,4,37.13679473,127.0738342,N,Y,N,N,Y,Y,Y
689,민간,경기도,3,37.15727129,127.08578700000001,N,Y,N,N,Y,Y,Y
690,민간,경기도,2,37.15858462,127.0395231,N,Y,N,N,Y,Y,Y
691,민간,경기도,4,37.15839969,127.06494479999999,N,Y,N,N,Y,Y,N
692,민간,경기도,2,37.131733000000004,127.047284,N,Y,N,N,Y,Y,N
693,민간,경기도,3,37.162722404,127.03262555110001,N,Y,N,N,Y,Y,Y
694,민간,경상북도,0,36.80179836,128.6325239,N,Y,N,N,N,N,N
695,민간,경상북도,0,36.80876404,128.635848,N,Y,N,N,Y,N,N
696,민간,경상북도,0,36.86176769,128.5314764,N,Y,N,N,N,N,Y
697,민간,경상북도,0,36.82013102,128.6198737,N,Y,N,N,N,N,N
698,민간,경상북도,0,36.86606734,128.5224715,N,Y,N,N,Y,N,Y
699,민간,경상북도,0,36.834843,128.617126,N,Y,N,N,N,N,N
700,민간,경기도,4,37.35637319,126.94907509999999,N,Y,N,Y,N,Y,Y
701,민간,경기도,3,37.35267727,126.9583061,N,Y,N,N,N,Y,Y
702,민간,경기도,5,37.35535216,126.94911200000001,N,Y,N,Y,N,Y,Y
703,민간,경기도,4,37.36520019,126.95751100000001,N,Y,N,N,Y,Y,Y
704,민간,서울특별시,5,37.47160884,126.9840555,Y,Y,Y,Y,Y,Y,Y
705,민간,서울특별시,4,37.47590033,127.02777749999998,Y,Y,Y,Y,Y,Y,Y
706,민간,부산광역시,14,35.15497916,129.0332431,Y,Y,Y,N,N,Y,N
707,민간,강원특별자치도,3,37.3197450984,127.9656644435,N,Y,N,N,N,N,Y
708,민간,강원특별자치도,3,37.35441,127.95206,N,Y,N,N,N,N,N
709,민간,경기도,1,37.18775465,127.55707269999999,N,Y,N,N,N,N,Y
710,민간,강원특별자치도,1,37.3559960844,127.9499859468,N,Y,N,N,N,N,Y
711,민간,강원특별자치도,2,37.37903712,127.9419884055,N,Y,N,N,N,N,N
712,민간,강원특별자치도,1,37.39418316,127.95026979010001,N,Y,N,N,N,N,Y
713,민간,강원특별자치도,3,37.3831221608,127.9587313784,Y,Y,Y,N,N,N,N
714,민간,강원특별자치도,1,37.3617339,127.95371454120001,N,Y,N,N,N,N,Y
715,민간,강원특별자치도,1,37.3876186,127.9781174,N,Y,N,N,N,N,Y
716,민간,강원특별자치도,1,37.356873075,127.9006987305,N,Y,N,N,N,N,N
717,민간,강원특별자치도,1,37.3579140957,127.9004544,N,Y,N,N,N,N,N
718,민간,강원특별자치도,2,37.29894368,127.7962684116,N,Y,N,N,N,N,N
719,민간,강원특별자치도,3,37.362073384,127.9155042,N,Y,N,N,N,Y,Y
720,민간,강원특별자치도,3,37.30879789,127.9274872827,Y,Y,N,Y,Y,Y,Y
721,민간,강원특별자치도,3,37.29653575,127.79323381549999,N,Y,N,N,N,Y,Y
722,민간,강원특별자치도,3,37.3577627609,127.92796728200001,N,Y,N,Y,N,Y,Y
723,민간,강원특별자치도,2,37.36098602,127.9061313563,N,Y,N,N,N,Y,Y
724,민간,강원특별자치도,3,37.3449604602,127.9774203,N,Y,N,N,N,Y,Y
725,민간,강원특별자치도,3,37.3379307389,127.9846630566,N,Y,N,N,N,Y,Y
726,민간,충청남도,2,36.74841941,126.29239579999998,Y,Y,Y,Y,Y,Y,N
727,민간,충청남도,2,36.764094799999995,126.2875168,Y,Y,Y,Y,Y,Y,N
728,민간,충청남도,2,36.52326127,126.3445332,Y,Y,Y,Y,Y,Y,N
729,민간,충청남도,2,36.75654089,126.3324482,Y,Y,Y,Y,Y,Y,N
730,민간,충청남도,2,36.75392076,126.3305716,Y,Y,Y,Y,Y,Y,N
731,민간,경기도,2,37.21941512,127.5284219,N,Y,N,N,N,Y,N
732,민간,경기도,2,37.28541401,127.638803,N,Y,N,N,N,Y,Y
733,민간,경기도,2,37.30971191,127.64295659999999,N,Y,N,N,N,Y,Y
734,민간,경기도,2,37.21636095,127.5570163,N,Y,N,N,N,Y,Y
735,민간,경기도,2,37.234157200000006,127.57461950000001,N,Y,N,N,N,Y,Y
736,민간,경기도,2,37.28586668,127.61734059999999,N,Y,N,N,N,Y,Y
737,민간,경기도,2,37.27559705,127.56420940000001,N,Y,N,N,N,Y,Y
738,민간,경기도,2,37.20324009,127.5520365,N,Y,N,N,N,Y,Y
739,민간,경기도,2,37.2709799,127.6374092,N,Y,N,N,N,Y,Y
740,민간,경기도,2,37.28945669,127.648946,N,Y,N,N,N,Y,Y
741,민간,경기도,2,37.1987782609,127.54863509020001,N,Y,N,N,N,N,Y
742,민간,강원특별자치도,3,38.10256981,127.9819108,Y,Y,Y,Y,Y,N,N
743,민간,강원특별자치도,2,38.09221044,127.9959482,Y,Y,Y,Y,Y,N,N
744,공공,경기도,16,37.52459327,126.765054,Y,Y,Y,Y,Y,Y,Y
745,민간,경기도,3,37.517695399999994,126.7755446,N,Y,N,N,N,Y,Y
746,민간,경기도,4,37.52624406,126.7717838,N,Y,N,N,N,Y,Y
747,민간,경기도,4,37.50444408,126.787145,N,Y,N,N,N,Y,Y
748,민간,경기도,4,37.53128966,126.78922109999999,N,Y,N,N,N,Y,Y
749,민간,경기도,4,37.51030252,126.77524270000002,N,Y,N,N,N,Y,Y
750,민간,경기도,4,37.5008557,126.78697549999998,N,Y,N,N,N,Y,Y
751,민간,경기도,4,37.53876848,126.8209908,N,Y,N,N,N,Y,Y
752,민간,경기도,4,37.52939961,126.76149009999999,N,Y,N,N,N,Y,Y
753,민간,경기도,3,37.5294286,126.76641090000001,N,Y,N,N,N,Y,Y
754,민간,경기도,4,37.52533787,126.7724604,N,Y,N,N,N,Y,Y
755,민간,경기도,3,37.52197035,126.768771,N,Y,N,N,N,Y,Y
756,민간,경기도,4,37.52386992,126.7714962,N,Y,N,N,N,Y,Y
757,민간,경기도,3,37.504379,126.7943186,N,Y,N,N,N,Y,Y
758,민간,전라남도,0,34.75388712,125.92708130000001,Y,Y,N,N,Y,N,N
759,민간,전라남도,0,35.05913283,126.219376,Y,Y,N,N,Y,N,N
760,민간,전라남도,0,34.68926038,125.96519509999999,Y,Y,N,N,Y,N,N
761,민간,전라남도,0,34.82695448,126.1133463,Y,Y,N,N,Y,N,N
762,민간,전라남도,0,35.059018,126.24093300000001,Y,Y,N,N,Y,N,N
763,민간,전라남도,4,34.92676975,127.6859472,N,Y,N,N,N,Y,N
764,민간,전라남도,3,34.96508242,127.550555,N,Y,N,Y,N,Y,Y
765,민간,전라남도,3,34.94362544,127.60640500000001,N,Y,Y,N,N,Y,Y
766,민간,전라남도,3,34.941148999999996,127.750638,Y,Y,N,N,N,Y,Y
767,민간,전라남도,3,34.980765000000005,127.71141899999999,Y,Y,N,N,N,Y,Y
768,민간,전라남도,2,34.96536882,127.72533500000002,N,Y,N,N,N,Y,Y
769,민간,전라남도,3,34.94824778,127.67599609999999,Y,Y,Y,Y,N,Y,Y
770,민간,전라남도,2,34.94664356,127.67572949999999,Y,Y,N,N,N,Y,Y
771,민간,전라남도,2,34.94843878,127.6774034,Y,Y,N,N,N,Y,N
772,민간,전라남도,3,34.935361,127.74590400000001,Y,Y,N,N,N,Y,Y
773,민간,전라남도,2,34.96596966,127.5598375,N,Y,N,N,N,Y,Y
774,민간,전라남도,3,34.963809000000005,127.5823895,N,Y,N,N,N,Y,Y
775,민간,광주광역시,3,35.15502268,126.8381549,Y,Y,N,N,Y,Y,Y
776,민간,광주광역시,3,35.16109213,126.8646665,N,Y,N,N,Y,Y,Y
777,민간,광주광역시,2,35.15968279,126.84525929999998,Y,Y,N,N,Y,Y,N
778,민간,광주광역시,3,35.12883357,126.84325179999999,Y,Y,N,N,Y,Y,Y
779,민간,광주광역시,4,35.15533498,126.8378064,N,Y,N,N,N,Y,Y
780,민간,광주광역시,3,35.11282625,126.85031995940001,N,Y,N,N,N,Y,Y
781,민간,광주광역시,2,35.12669173,126.84260719999999,N,Y,N,N,N,Y,Y
782,민간,경상남도,1,35.5206649019,127.7315013436,Y,Y,N,Y,Y,N,Y
783,민간,경상남도,1,35.510601,127.72762212059999,Y,Y,Y,Y,N,N,Y
784,민간,경상남도,1,35.525754115,127.77144897299999,Y,Y,Y,Y,Y,Y,N
785,민간,경상남도,1,35.081058399999996,127.73646670000001,N,Y,N,N,Y,N,N
786,민간,경상남도,1,35.01989443,127.90082679999999,N,Y,N,N,Y,N,N
787,민간,경상남도,1,35.08788718,127.7328544,N,Y,N,N,Y,N,N
788,민간,경상남도,1,35.07904114,127.7800969,N,Y,N,N,Y,N,N
789,민간,경상남도,1,35.0792218,127.78040190000002,N,Y,N,Y,Y,N,N
790,민간,경상남도,1,34.9888768,127.8023243,N,Y,N,Y,Y,N,N
791,민간,경상남도,1,34.997419733899996,127.8026549482,N,Y,N,Y,Y,N,N
792,민간,강원특별자치도,1,37.76636694,128.92265279999998,N,Y,N,N,N,N,N
793,민간,강원특별자치도,1,37.76433970000001,128.9385967,N,Y,N,N,N,N,N
794,민간,강원특별자치도,2,37.76533494,128.9212752,N,Y,N,N,N,N,N
795,민간,강원특별자치도,1,37.76467792,128.9197262,N,Y,N,N,N,N,N
796,민간,강원특별자치도,2,37.76920354,128.934277,N,Y,N,N,N,N,N
797,민간,강원특별자치도,1,37.8771252,128.8221652,N,Y,N,N,N,N,N
798,민간,강원특별자치도,1,37.88795031,128.826865,N,Y,N,N,N,N,N
799,민간,강원특별자치도,2,37.77614132,128.8865402,N,Y,N,N,N,N,N
800,민간,강원특별자치도,1,37.76526508,128.9206869,N,Y,N,N,N,N,Y
801,민간,서울특별시,5,37.5670727958,126.84315599889999,N,Y,N,N,N,N,Y
802,민간,서울특별시,6,37.5690978899,126.8406799375,N,Y,N,N,N,N,Y
803,민간,서울특별시,4,37.5621657429,126.85212237709999,N,Y,N,N,N,N,Y
804,민간,서울특별시,5,37.5458620417,126.82191381870001,N,Y,N,N,N,N,Y
805,민간,서울특별시,3,37.542142999999996,126.817333,N,Y,N,N,N,N,Y
806,민간,서울특별시,5,37.5592702348,126.85816291959999,N,Y,N,N,N,N,Y
807,민간,서울특별시,5,37.567101551,126.8433018417,N,Y,N,N,N,N,Y
808,민간,강원특별자치도,0,38.05811829,128.1629265,Y,Y,N,N,N,N,N
809,민간,강원특별자치도,0,38.0842486,128.18293329999997,Y,Y,N,N,N,N,N
810,민간,강원특별자치도,0,38.05886015,128.1636835,Y,Y,N,N,N,N,N
811,민간,강원특별자치도,0,38.06817264,128.17320959999998,Y,Y,N,N,N,N,N
812,민간,강원특별자치도,0,38.13252347,128.224223,Y,Y,N,N,N,N,N
813,민간,강원특별자치도,0,37.4943122,129.1120156,Y,Y,Y,N,Y,Y,N
814,민간,강원특별자치도,0,37.49292991,129.1240565,Y,Y,Y,N,Y,Y,N
815,민간,강원특별자치도,0,37.50484179,129.1259629,Y,Y,Y,N,Y,Y,N
816,민간,강원특별자치도,0,37.54088458,129.1102974,Y,Y,Y,N,Y,Y,N
817,민간,강원특별자치도,0,37.48428277,129.06391770000002,Y,Y,Y,N,Y,Y,N
818,민간,강원특별자치도,3,38.16365277,127.31542160000001,Y,Y,N,Y,Y,N,N
819,민간,강원특별자치도,2,38.21048035,127.22287539999999,Y,Y,N,N,Y,N,Y
